ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100015931,1,1,24,0,164383,1,1
100015932,0,1,27,0,93182,1,0
100015933,0,1,18,0,88463,0,2
100015934,0,1,42,1,160099,1,2
100015935,0,0,23,0,100500,0,0
100015936,0,0,28,1,102384,1,1
100015937,0,1,18,0,117875,0,1
100015938,0,0,63,2,139983,1,1
100015939,0,0,46,1,197473,2,2
100015940,1,1,49,2,176259,2,0
100015941,1,1,47,1,120491,1,1
100015942,1,1,28,1,105816,0,0
100015943,0,0,32,0,83350,1,1
100015944,0,0,31,1,157617,1,2
100015945,1,1,36,1,43571,0,0
100015946,0,0,34,1,134232,1,2
100015947,1,1,37,2,113278,1,1
100015948,1,1,34,2,130109,1,0
100015949,0,1,45,1,79915,0,0
100015950,0,1,59,3,158667,1,1
100015951,1,1,49,2,161916,1,2
100015952,1,1,21,1,106465,1,0
100015953,1,0,46,1,175183,1,1
100015954,1,0,40,1,110245,1,0
100015955,0,1,33,1,35832,0,0
100015956,0,1,30,1,184143,2,2
100015957,1,0,42,1,143137,0,1
100015958,1,1,33,1,158965,1,1
100015959,0,0,32,1,124548,0,0
100015960,0,0,30,1,140607,1,2
100015961,1,1,33,0,134684,1,1
100015962,1,1,31,1,160938,1,1
100015963,0,0,40,1,111192,2,0
100015964,1,1,49,2,151678,2,1
100015965,1,0,59,2,144345,1,0
100015966,0,0,37,1,88435,2,1
100015967,0,1,39,1,94175,0,2
100015968,0,0,64,2,157315,1,1
100015969,1,0,31,1,98332,1,1
100015970,0,1,40,1,122599,1,2
100015971,0,0,34,1,112839,1,0
100015972,0,0,25,0,72861,0,0
100015973,1,1,33,2,112878,1,1
100015974,1,0,19,0,103116,0,1
100015975,0,1,50,2,70244,0,0
100015976,1,1,18,1,117727,1,1
100015977,0,1,18,0,102604,1,1
100015978,0,1,41,1,140027,0,0
100015979,1,1,28,1,134509,2,0
100015980,1,1,44,1,149593,1,1
100015981,1,0,63,2,151962,1,2
100015982,0,0,23,1,131079,1,0
100015983,1,1,29,1,111747,0,0
100015984,0,1,33,2,149398,1,1
100015985,1,1,39,1,106346,0,0
100015986,1,0,50,1,111990,1,0
100015987,1,1,44,1,121472,2,1
100015988,1,1,45,1,161815,1,1
100015989,1,0,50,1,113318,0,0
100015990,0,0,49,1,106917,1,0
100015991,1,1,44,2,144371,1,1
100015992,0,0,39,1,150184,1,2
100015993,0,0,36,0,114116,2,1
100015994,0,0,33,0,112899,1,2
100015995,0,0,68,2,202621,2,2
100015996,0,1,40,2,142838,0,1
100015997,1,1,29,1,111747,1,1
100015998,1,1,30,1,116079,0,1
100015999,0,0,65,2,183822,1,0
100016000,1,1,53,2,116394,1,1
100016001,1,1,53,2,124209,1,2
100016002,0,0,45,1,134230,1,1
100016003,1,1,30,1,62927,1,1
100016004,1,0,33,1,111130,1,1
100016005,1,1,44,2,104667,1,1
100016006,1,0,32,1,126531,1,0
100016007,1,0,39,0,132727,1,1
100016008,1,1,36,2,108428,1,0
100016009,0,0,42,0,113307,1,1
100016010,0,1,28,1,97203,1,0
100016011,0,0,36,1,119162,1,1
100016012,0,0,45,1,194542,1,2
100016013,1,1,18,1,94383,1,1
100016014,0,0,31,0,68675,1,0
100016015,1,0,39,1,103215,0,0
100016016,1,1,18,1,120503,1,1
100016017,1,1,30,1,103462,1,1
100016018,1,0,58,2,154046,1,1
100016019,0,1,18,0,45600,0,0
100016020,1,0,22,0,149517,1,1
100016021,0,0,48,1,109089,0,1
100016022,0,1,40,1,129952,1,0
100016023,1,1,46,1,121934,0,0
100016024,1,1,25,1,139158,1,1
100016025,1,1,47,2,112497,1,0
100016026,1,1,51,2,145203,1,0
100016027,0,0,29,1,61867,0,1
100016028,0,0,62,3,188511,1,0
100016029,1,0,55,1,176112,1,0
100016030,0,1,49,2,176612,2,2
100016031,0,0,48,1,172309,2,2
100016032,0,0,48,1,102004,1,0
100016033,0,0,63,1,137458,1,1
100016034,0,0,18,0,109414,1,1
100016035,1,1,18,1,154249,2,2
100016036,0,0,18,0,80118,0,1
100016037,1,1,18,0,52785,0,0
100016038,1,1,31,1,93533,0,0
100016039,1,1,18,0,126390,1,1
100016040,1,0,24,1,67734,1,0
100016041,1,0,44,0,163118,1,1
100016042,1,0,29,0,108906,1,1
100016043,1,1,44,1,101791,0,0
100016044,0,1,31,1,153836,2,2
100016045,0,0,54,2,106963,0,0
100016046,0,1,51,2,112389,0,1
100016047,1,1,24,1,106633,2,0
100016048,0,0,40,1,144215,1,0
100016049,1,1,46,2,122781,1,1
100016050,0,0,51,2,196205,1,2
100016051,0,0,41,1,61701,1,1
100016052,0,1,23,1,82557,1,1
100016053,0,1,31,1,135172,2,1
100016054,1,0,58,2,137627,0,0
100016055,0,0,28,0,158003,1,1
100016056,0,0,52,1,104943,0,1
100016057,1,0,38,2,68703,0,0
100016058,0,1,23,1,165070,2,2
100016059,0,0,38,0,130356,1,1
100016060,0,1,60,2,172045,2,1
100016061,0,0,40,1,152460,1,2
100016062,1,1,23,1,132128,1,0
100016063,0,0,46,2,165964,1,0
100016064,1,0,69,2,159905,1,0
100016065,0,0,44,1,160277,1,1
100016066,0,0,39,0,146272,1,2
100016067,0,1,27,1,145999,1,1
100016068,1,1,55,3,140090,1,0
100016069,0,1,44,2,213243,2,2
100016070,0,0,45,1,125734,1,0
100016071,0,0,35,1,105696,1,1
100016072,0,0,57,1,176467,1,1
100016073,0,0,18,0,99045,1,1
100016074,0,1,40,1,94201,0,0
100016075,1,0,43,1,121434,0,0
100016076,0,0,36,1,81549,1,0
100016077,1,1,52,2,173881,2,1
100016078,0,0,24,0,114664,0,0
100016079,1,1,25,1,131631,1,1
100016080,0,1,40,2,111785,1,2
100016081,1,0,31,1,112685,0,1
100016082,0,0,38,2,102980,1,0
100016083,0,0,45,0,119229,1,1
100016084,1,1,18,0,57406,0,0
100016085,1,0,37,1,119890,1,2
100016086,0,1,25,1,111115,1,2
100016087,1,1,44,1,140692,2,1
100016088,1,0,34,1,97195,0,1
100016089,0,0,30,1,47572,0,0
100016090,0,0,43,1,140013,1,0
100016091,1,1,25,0,35832,0,0
100016092,0,1,32,1,126814,0,0
100016093,0,0,47,1,116215,1,1
100016094,0,0,46,1,96328,1,1
100016095,1,1,31,1,147619,1,0
100016096,1,1,29,1,116668,1,1
100016097,1,1,19,1,66140,0,0
100016098,0,1,29,0,45720,1,0
100016099,1,0,42,1,155922,2,1
100016100,1,1,23,1,108548,0,0
100016101,0,0,18,0,98827,1,1
100016102,0,0,42,1,163318,1,2
100016103,0,1,38,1,115539,1,1
100016104,0,1,49,2,160830,1,1
100016105,1,1,57,3,113503,0,1
100016106,1,0,29,0,135501,1,1
100016107,0,0,18,0,86740,1,1
100016108,0,0,43,1,119614,1,1
100016109,0,0,37,0,148755,2,1
100016110,1,1,33,1,140819,1,2
100016111,0,1,39,1,122616,0,0
100016112,0,1,33,1,171121,1,1
100016113,1,1,25,1,126543,1,1
100016114,1,0,30,1,100574,1,1
100016115,0,1,41,2,169664,2,2
100016116,1,0,21,1,86086,1,1
100016117,1,1,40,1,50726,1,0
100016118,1,1,42,1,81997,0,1
100016119,0,1,41,1,194414,1,1
100016120,0,0,40,1,132490,1,0
100016121,1,1,50,2,165899,1,1
100016122,1,1,37,2,82877,0,1
100016123,0,1,25,1,93293,0,0
100016124,0,1,30,1,80034,1,1
100016125,0,0,37,0,36931,0,0
100016126,0,0,39,1,113484,0,1
100016127,1,1,37,1,132433,1,1
100016128,1,1,23,0,67666,0,0
100016129,0,0,40,1,128717,2,1
100016130,0,0,39,1,207415,2,1
100016131,0,0,29,1,89086,1,1
100016132,0,0,52,1,96594,0,1
100016133,1,1,45,2,129048,1,1
100016134,0,0,64,2,152125,1,2
100016135,0,1,40,1,74231,0,1
100016136,1,1,53,2,114530,1,1
100016137,1,1,30,1,91772,1,0
100016138,1,1,18,0,35832,0,0
100016139,1,1,26,0,82366,0,0
100016140,1,0,36,0,106418,0,0
100016141,0,0,36,1,143405,1,1
100016142,1,1,22,1,106069,0,0
100016143,0,1,48,1,131373,1,0
100016144,1,1,35,1,115733,0,1
100016145,1,1,26,0,35832,0,0
100016146,0,0,26,0,57691,0,0
100016147,1,1,37,1,78661,0,0
100016148,1,0,26,1,89719,0,0
100016149,1,1,59,2,194909,2,2
100016150,1,1,37,1,114340,0,0
100016151,0,0,48,2,124181,0,1
100016152,1,0,27,0,117345,1,1
100016153,0,0,41,1,73081,1,0
100016154,0,1,31,1,148222,2,2
100016155,1,1,18,0,73887,1,0
100016156,1,1,31,1,156184,2,0
100016157,0,0,48,1,127052,1,1
100016158,1,0,21,1,129927,1,0
100016159,1,1,24,1,167464,2,1
100016160,0,0,56,1,207433,2,2
100016161,1,1,52,2,126053,2,1
100016162,1,1,18,0,50749,1,2
100016163,1,0,18,0,126163,1,0
100016164,1,1,18,0,150816,1,0
100016165,0,1,37,1,170017,2,1
100016166,1,1,54,2,156982,1,1
100016167,1,1,29,1,120779,0,0
100016168,0,0,29,1,110620,1,2
100016169,1,1,24,1,105155,1,1
100016170,1,0,25,1,154629,2,0
100016171,1,0,42,2,146817,1,2
100016172,1,1,48,1,133797,1,0
100016173,0,0,24,0,124588,1,0
100016174,1,1,28,2,127935,1,0
100016175,0,0,29,1,69987,2,0
100016176,0,0,41,1,130326,1,0
100016177,0,1,24,1,154896,1,2
100016178,1,0,39,1,121424,1,1
100016179,0,1,52,2,110436,0,0
100016180,0,0,24,1,98962,1,1
100016181,1,1,24,1,139565,1,0
100016182,0,0,31,0,147245,1,1
100016183,1,1,44,1,70462,0,0
100016184,0,0,31,0,96442,1,0
100016185,0,1,49,2,154102,2,0
100016186,0,0,28,0,99432,1,1
100016187,0,0,42,1,126450,1,1
100016188,0,1,18,0,65952,1,0
100016189,0,0,22,0,90087,1,2
100016190,1,1,32,2,111976,0,0
100016191,0,1,37,2,77672,0,0
100016192,0,0,42,1,153699,1,1
100016193,0,0,37,1,117074,2,2
100016194,1,0,46,1,165360,2,2
100016195,1,1,47,2,184437,1,1
100016196,0,0,56,2,93371,1,1
100016197,1,1,46,2,83238,0,1
100016198,0,0,24,1,117562,1,2
100016199,0,1,54,2,163836,2,2
100016200,0,0,39,1,93107,0,1
100016201,0,0,55,2,208492,1,1
100016202,1,1,23,1,35832,0,0
100016203,1,1,29,1,107851,1,0
100016204,1,1,50,2,154626,1,0
100016205,1,0,27,1,79979,1,1
100016206,0,1,26,0,119356,1,2
100016207,0,0,34,1,167665,1,1
100016208,1,1,28,1,92335,1,1
100016209,0,1,52,2,119982,1,0
100016210,0,0,28,1,101592,1,0
100016211,0,0,49,2,68542,0,1
100016212,0,1,42,1,131778,1,1
100016213,1,1,30,1,151072,1,1
100016214,0,0,58,2,148287,0,1
100016215,1,1,34,2,122771,1,0
100016216,0,0,27,1,114547,2,1
100016217,1,1,20,1,116628,1,1
100016218,1,1,32,1,106659,1,1
100016219,1,1,30,1,35832,0,0
100016220,0,0,55,1,154118,1,0
100016221,1,0,28,0,86270,1,1
100016222,1,1,37,2,107256,1,1
100016223,1,1,18,1,77624,1,0
100016224,1,0,51,2,102218,0,0
100016225,0,0,45,1,113148,0,1
100016226,0,0,47,2,97460,0,1
100016227,0,0,41,1,132302,1,2
100016228,1,1,20,1,86418,0,1
100016229,0,1,22,1,126705,1,0
100016230,1,1,20,0,102670,1,1
100016231,0,0,38,1,117865,1,2
100016232,0,0,54,2,185352,1,1
100016233,0,0,47,1,132751,1,1
100016234,1,1,46,2,120913,1,0
100016235,0,0,64,2,140641,1,1
100016236,0,0,40,0,130079,1,1
100016237,0,1,36,1,143549,2,1
100016238,1,1,32,1,77744,0,0
100016239,1,1,18,0,90607,0,0
100016240,0,0,36,1,158699,1,2
100016241,1,1,42,2,175851,2,2
100016242,0,1,47,2,106135,1,1
100016243,1,0,23,0,65287,0,1
100016244,1,1,36,1,142645,0,1
100016245,0,0,50,2,130059,1,0
100016246,1,0,43,1,104869,0,0
100016247,0,1,24,1,163877,2,1
100016248,0,0,38,1,142220,1,0
100016249,1,1,50,2,118935,1,0
100016250,0,1,53,1,111305,1,1
100016251,0,1,28,1,109185,1,1
100016252,0,0,39,1,164781,2,2
100016253,0,0,47,1,91392,0,0
100016254,1,1,18,0,94061,1,1
100016255,1,1,44,2,144727,1,1
100016256,0,0,45,1,153474,1,1
100016257,1,1,40,1,80299,0,0
100016258,0,1,43,1,133479,1,1
100016259,1,1,26,1,128429,0,1
100016260,1,1,35,2,137021,1,2
100016261,0,1,26,1,114679,1,1
100016262,0,1,39,1,43483,0,0
100016263,1,1,18,1,86237,0,0
100016264,1,1,26,1,88062,1,2
100016265,1,1,47,1,115936,1,1
100016266,1,0,33,1,87886,0,0
100016267,0,1,33,2,162792,1,1
100016268,0,0,46,1,196470,2,1
100016269,1,1,37,1,75338,0,0
100016270,0,0,39,1,139726,1,0
100016271,0,0,41,1,89295,1,1
100016272,0,1,18,1,156039,1,0
100016273,1,1,24,1,109394,0,1
100016274,1,1,31,1,162242,1,0
100016275,1,1,56,2,121028,0,0
100016276,0,0,46,1,88375,1,0
100016277,0,0,57,2,119139,0,0
100016278,0,0,49,1,96354,0,0
100016279,0,1,30,1,134266,1,1
100016280,1,0,48,1,101068,1,0
100016281,0,0,38,1,120885,1,0
100016282,0,0,45,1,80791,1,1
100016283,1,0,47,2,167870,2,0
100016284,1,1,39,1,52405,0,0
100016285,0,1,57,2,129173,1,1
100016286,0,0,48,1,118983,1,1
100016287,0,1,27,0,62075,1,0
100016288,1,0,39,1,167491,1,1
100016289,1,1,34,1,91763,0,0
100016290,0,0,61,1,149830,0,2
100016291,1,1,35,2,136633,1,2
100016292,0,1,46,2,184012,1,1
100016293,1,1,42,1,165911,1,1
100016294,1,1,26,1,88708,0,0
100016295,1,0,51,1,170567,1,0
100016296,1,1,32,1,42100,0,0
100016297,1,1,31,1,162350,1,0
100016298,1,1,32,1,80233,0,1
100016299,0,0,49,1,126364,1,2
100016300,1,1,21,1,88710,0,0
100016301,1,0,39,1,125747,1,0
100016302,1,1,31,1,109007,1,1
100016303,0,0,36,0,129208,1,2
100016304,0,1,29,0,152585,1,0
100016305,1,1,23,0,113161,1,1
100016306,0,0,31,1,164690,2,2
100016307,1,0,66,2,94099,0,0
100016308,0,0,45,1,71087,1,0
100016309,0,0,24,0,151562,1,2
100016310,1,0,46,1,155759,2,1
100016311,0,0,41,0,178682,1,1
100016312,1,1,50,2,128107,2,0
100016313,1,0,26,1,111683,0,0
100016314,0,0,40,1,145259,2,1
100016315,0,0,39,1,101705,1,0
100016316,1,1,42,1,158059,1,1
100016317,1,1,38,1,102580,1,1
100016318,0,0,24,1,150444,1,1
100016319,0,0,42,1,91449,1,1
100016320,0,0,51,2,179313,2,1
100016321,1,0,26,1,45155,0,0
100016322,0,0,33,1,160049,2,2
100016323,0,0,55,1,187761,1,2
100016324,0,0,18,1,75529,0,0
100016325,0,1,38,1,134427,1,1
100016326,0,1,47,2,109765,0,1
100016327,0,0,40,1,118775,1,2
100016328,0,0,29,0,87793,0,0
100016329,1,1,62,2,197575,1,2
100016330,1,1,33,1,133284,1,2
100016331,0,0,53,2,111524,1,1
100016332,0,0,66,1,189124,2,0
100016333,1,1,22,1,127731,1,1
100016334,1,1,30,1,37828,1,0
100016335,1,1,18,1,78741,1,1
100016336,0,0,34,0,98277,1,0
100016337,1,1,56,2,118527,1,1
100016338,0,1,23,1,113703,1,1
100016339,0,0,25,0,120877,2,2
100016340,0,0,55,2,199689,2,2
100016341,0,1,42,1,147269,1,1
100016342,0,0,39,1,86553,1,1
100016343,1,1,18,1,63103,0,0
100016344,0,0,36,0,150627,1,1
100016345,1,1,30,1,144314,1,0
100016346,1,1,42,1,156370,1,1
100016347,0,0,36,1,196198,2,2
100016348,1,0,37,1,146562,0,0
100016349,0,1,43,2,177732,1,2
100016350,1,0,38,1,151391,1,2
100016351,0,0,36,1,128789,1,0
100016352,1,0,46,1,104186,0,0
100016353,0,0,47,1,82262,1,0
100016354,1,1,36,1,79727,0,0
100016355,1,1,33,1,228366,1,2
100016356,0,0,49,1,183750,1,1
100016357,1,1,41,1,91123,0,1
100016358,0,1,35,1,218802,1,1
100016359,0,0,23,0,35832,0,1
100016360,1,1,32,1,143247,1,0
100016361,0,0,37,1,180131,2,2
100016362,0,0,38,0,152649,0,1
100016363,1,1,35,2,90254,0,1
100016364,1,1,39,1,119535,0,1
100016365,0,0,47,1,200073,1,1
100016366,0,0,38,1,226117,2,2
100016367,0,1,36,1,105845,1,2
100016368,1,1,38,2,157412,2,1
100016369,1,1,41,1,144609,1,0
100016370,1,0,40,1,140781,0,0
100016371,1,1,18,0,103429,2,1
100016372,0,0,35,1,126602,2,2
100016373,0,1,48,1,103632,2,2
100016374,0,1,29,1,123122,1,2
100016375,1,0,38,1,112973,1,1
100016376,1,1,56,2,140452,1,0
100016377,1,1,34,1,123308,1,0
100016378,0,1,43,1,128442,1,1
100016379,1,1,31,1,92468,0,0
100016380,1,1,31,1,102183,1,1
100016381,1,1,26,2,139587,1,1
100016382,0,0,43,2,135823,1,0
100016383,0,0,32,0,97422,1,0
100016384,1,1,30,1,139280,0,0
100016385,0,0,35,1,58668,0,0
100016386,0,0,34,0,100710,1,0
100016387,0,0,40,1,108411,1,1
100016388,0,0,25,1,158499,2,2
100016389,0,0,42,0,82162,1,0
100016390,1,1,23,2,85698,1,0
100016391,1,1,26,1,102823,0,2
100016392,1,1,37,1,132757,1,1
100016393,0,0,33,1,132739,0,0
100016394,1,0,57,1,69664,0,0
100016395,1,1,25,1,82776,0,1
100016396,1,1,48,1,122250,1,0
100016397,0,0,60,3,151505,1,2
100016398,1,0,43,1,129073,1,1
100016399,0,0,36,0,69729,0,0
100016400,1,1,37,1,60318,0,0
100016401,0,0,40,1,181397,1,1
100016402,1,0,44,2,120395,1,1
100016403,0,0,65,2,152040,1,1
100016404,0,0,32,1,136129,1,1
100016405,1,0,18,0,121637,1,0
100016406,0,0,43,1,57703,0,0
100016407,0,0,38,1,96227,0,0
100016408,0,0,49,1,107251,1,0
100016409,1,1,24,1,105378,0,0
100016410,0,1,35,1,157341,2,2
100016411,1,1,26,1,95706,1,1
100016412,0,0,52,1,143990,2,2
100016413,0,0,42,0,144903,0,0
100016414,1,1,44,2,95238,1,0
100016415,0,1,26,1,168443,1,1
100016416,0,1,24,1,104105,0,0
100016417,0,0,21,0,143567,2,2
100016418,1,0,40,1,102677,0,0
100016419,0,0,44,1,133319,0,0
100016420,0,1,53,2,125137,1,1
100016421,0,0,50,1,84090,1,0
100016422,0,0,32,0,104288,1,0
100016423,0,0,33,1,93149,0,1
100016424,1,0,46,1,132205,1,0
100016425,1,1,39,1,132664,1,0
100016426,0,0,37,1,90912,1,1
100016427,0,0,40,0,180773,2,2
100016428,1,0,25,0,105595,0,1
100016429,0,1,34,2,172533,2,2
100016430,0,0,49,1,152536,1,1
100016431,1,1,39,2,156230,1,2
100016432,1,1,45,2,187851,1,1
100016433,1,0,37,1,179432,1,2
100016434,0,0,18,0,105110,1,0
100016435,1,1,18,1,93444,0,1
100016436,1,1,36,1,138250,1,2
100016437,0,0,32,1,165127,2,1
100016438,0,1,42,2,164392,1,1
100016439,1,1,37,1,206582,1,2
100016440,1,1,31,1,138932,1,1
100016441,0,0,27,1,159587,2,1
100016442,0,0,68,2,132000,1,0
100016443,0,1,24,2,76613,1,0
100016444,0,0,33,0,108830,0,1
100016445,0,0,29,1,126521,0,1
100016446,0,0,37,0,138555,1,1
100016447,0,0,41,0,190883,2,2
100016448,0,0,24,0,168110,1,1
100016449,1,0,37,1,138055,2,2
100016450,1,1,39,1,98350,0,0
100016451,0,1,18,0,148144,2,2
100016452,0,0,42,1,93792,0,0
100016453,0,0,37,1,109686,1,2
100016454,0,0,45,1,160681,2,1
100016455,0,0,37,0,64908,0,1
100016456,1,1,23,1,179813,1,1
100016457,0,0,34,1,70743,1,1
100016458,0,0,39,1,93574,1,1
100016459,1,0,36,1,162903,1,2
100016460,0,0,40,1,154863,1,1
100016461,0,0,21,0,71339,0,0
100016462,1,1,22,0,95270,0,0
100016463,1,0,39,1,117115,0,1
100016464,0,1,25,1,97625,0,0
100016465,1,0,34,1,95410,0,0
100016466,0,1,34,1,80783,1,1
100016467,0,0,47,1,87204,1,1
100016468,0,1,27,0,140936,1,1
100016469,1,0,34,1,140434,1,1
100016470,0,0,52,0,160338,2,1
100016471,0,0,39,1,86376,1,0
100016472,0,0,33,1,140784,1,1
100016473,1,0,36,1,74616,0,0
100016474,0,0,45,1,149468,0,1
100016475,1,0,25,1,93844,0,0
100016476,1,0,26,1,47708,0,0
100016477,0,0,46,1,170455,1,1
100016478,0,0,40,1,128952,0,1
100016479,0,0,50,1,186887,1,2
100016480,0,0,46,1,198546,2,2
100016481,0,1,40,2,143196,1,2
100016482,0,0,44,1,104137,1,2
100016483,1,0,48,1,97602,0,0
100016484,1,1,35,1,205079,2,2
100016485,1,0,33,1,80773,0,0
100016486,1,1,63,3,172182,1,2
100016487,0,1,29,1,163900,1,0
100016488,0,1,28,1,148116,1,1
100016489,0,0,28,0,68453,0,0
100016490,0,0,32,0,172223,1,0
100016491,1,1,49,2,169175,2,1
100016492,1,0,18,1,112621,1,1
100016493,1,1,45,2,121959,0,1
100016494,0,1,18,0,142230,2,1
100016495,0,0,39,1,151237,1,2
100016496,0,0,36,1,124572,1,2
100016497,1,1,25,1,134875,1,0
100016498,1,0,49,2,177257,1,0
100016499,0,0,34,1,154078,1,1
100016500,0,0,26,1,130386,1,2
100016501,1,1,32,1,84098,1,0
100016502,1,0,24,0,84652,0,0
100016503,0,1,37,1,89171,0,0
100016504,1,0,42,2,149268,1,1
100016505,1,1,21,1,82623,1,0
100016506,1,1,39,1,191832,2,1
100016507,0,1,46,2,209677,2,2
100016508,0,0,26,1,102170,2,2
100016509,0,0,40,1,135121,1,1
100016510,0,0,47,1,135571,1,0
100016511,0,0,18,1,76852,1,0
100016512,0,0,54,2,147113,1,2
100016513,0,0,47,1,107513,0,1
100016514,0,0,51,2,99884,1,2
100016515,0,0,45,1,186464,2,2
100016516,0,1,22,1,145260,1,2
100016517,1,1,42,1,126743,1,1
100016518,0,0,34,0,109548,1,2
100016519,1,1,38,1,122861,1,0
100016520,1,1,28,1,139681,2,2
100016521,0,1,34,1,176470,2,1
100016522,1,1,23,1,162575,1,1
100016523,0,0,33,1,151963,1,1
100016524,1,1,26,1,142660,2,1
100016525,1,0,30,1,104215,0,0
100016526,0,1,48,2,157143,1,0
100016527,0,0,44,1,169997,1,1
100016528,1,1,34,1,119551,0,0
100016529,1,1,30,1,78093,0,0
100016530,0,0,35,1,191450,2,2
100016531,0,1,37,2,167965,2,2
100016532,0,0,28,0,170070,1,1
100016533,1,1,40,2,100813,0,1
100016534,0,0,45,1,194916,2,2
100016535,0,0,27,1,111693,2,2
100016536,0,0,41,1,96454,0,1
100016537,0,0,30,1,142462,0,0
100016538,1,1,24,0,137473,0,0
100016539,0,1,39,1,146316,1,1
100016540,1,1,27,0,73630,0,1
100016541,1,1,26,1,201758,1,0
100016542,0,0,39,0,94416,1,1
100016543,0,0,55,1,167777,1,1
100016544,0,1,28,1,152518,1,1
100016545,0,1,35,1,72494,1,0
100016546,1,0,40,1,122408,1,0
100016547,1,1,25,1,151078,2,1
100016548,0,0,40,1,143071,1,2
100016549,1,1,18,1,57209,0,0
100016550,0,0,42,0,95357,0,1
100016551,0,0,53,1,114289,1,1
100016552,0,1,21,0,110904,2,2
100016553,0,0,46,2,59362,0,0
100016554,1,0,38,1,141325,1,0
100016555,1,0,27,0,54863,0,0
100016556,0,1,38,2,102207,1,1
100016557,1,1,52,2,140436,1,1
100016558,1,0,40,1,172558,1,2
100016559,0,0,18,0,146742,1,2
100016560,1,1,47,2,145834,1,1
100016561,1,1,18,1,108030,1,0
100016562,1,1,39,2,156323,1,0
100016563,1,1,34,2,123173,1,0
100016564,1,1,34,1,110158,1,1
100016565,1,1,40,1,170525,1,1
100016566,1,0,39,1,116581,1,0
100016567,0,0,39,1,130106,0,1
100016568,0,0,53,1,150518,2,2
100016569,0,1,33,1,101748,1,2
100016570,1,1,46,3,106486,0,0
100016571,0,1,50,2,124746,1,0
100016572,1,1,27,1,117390,0,0
100016573,0,0,43,1,155627,1,1
100016574,1,1,40,1,93815,0,0
100016575,0,1,43,1,106270,0,1
100016576,0,0,53,1,136728,1,2
100016577,0,1,53,2,130418,1,2
100016578,1,0,51,2,78477,0,0
100016579,0,0,18,0,69769,1,0
100016580,1,1,45,2,133703,2,1
100016581,0,0,41,1,179254,2,0
100016582,0,0,40,1,92130,1,1
100016583,0,0,45,1,151819,1,0
100016584,0,0,31,0,98330,1,0
100016585,1,1,34,1,105866,0,0
100016586,0,0,18,0,118768,0,1
100016587,1,1,42,1,105343,0,0
100016588,0,1,20,1,154209,1,1
100016589,0,0,29,0,146112,1,2
100016590,1,1,21,1,87794,1,0
100016591,1,0,50,2,142065,1,1
100016592,1,1,31,1,133237,2,0
100016593,1,1,32,1,92690,1,0
100016594,0,0,30,1,87168,0,1
100016595,0,1,47,1,177151,2,2
100016596,0,0,34,1,112562,1,1
100016597,1,1,27,1,113292,1,0
100016598,1,1,18,0,134800,1,0
100016599,0,0,30,1,64102,0,1
100016600,1,1,49,2,133247,1,0
100016601,0,1,42,2,86573,0,1
100016602,1,1,52,2,131766,1,1
100016603,0,0,29,0,84059,0,0
100016604,1,1,36,2,55275,1,0
100016605,0,0,35,1,81063,0,0
100016606,1,1,24,1,141956,2,1
100016607,1,1,22,1,154188,1,1
100016608,0,0,53,2,122642,1,1
100016609,1,1,42,1,170203,1,1
100016610,0,0,18,0,74512,1,1
100016611,0,1,18,0,43531,1,0
100016612,1,1,62,2,103898,0,0
100016613,0,0,41,1,130118,1,0
100016614,0,1,52,1,174746,1,1
100016615,0,0,51,1,127441,1,1
100016616,0,1,28,1,132545,1,2
100016617,0,1,18,0,92371,1,1
100016618,1,0,32,1,129796,1,0
100016619,1,0,44,0,111388,0,1
100016620,1,0,35,1,80543,1,1
100016621,0,0,47,1,108922,1,1
100016622,0,0,34,0,89728,1,0
100016623,1,1,34,2,129742,1,0
100016624,0,0,18,0,111056,1,1
100016625,0,0,55,2,100412,1,0
100016626,1,1,45,3,162818,1,1
100016627,1,1,43,2,123489,1,1
100016628,0,0,42,1,167296,2,2
100016629,1,1,18,2,110001,0,0
100016630,0,1,27,0,103125,1,2
100016631,0,1,34,1,104548,1,0
100016632,1,1,45,1,86999,0,0
100016633,1,1,27,1,110899,1,0
100016634,1,1,31,1,180778,1,1
100016635,1,0,40,1,147712,1,1
100016636,0,0,26,0,77264,0,0
100016637,0,1,27,1,108481,1,1
100016638,0,0,25,0,87847,0,0
100016639,1,1,20,1,82586,0,1
100016640,0,0,43,1,136382,1,0
100016641,1,1,35,1,169205,1,2
100016642,0,1,43,1,106476,2,2
100016643,1,1,32,1,114988,1,2
100016644,1,1,36,2,72190,1,0
100016645,0,0,18,0,79966,0,0
100016646,0,0,28,1,98653,0,1
100016647,0,1,32,1,152751,1,2
100016648,0,1,25,1,82757,1,1
100016649,1,1,33,2,95984,1,0
100016650,1,1,42,1,143831,1,2
100016651,1,1,48,3,167198,1,1
100016652,0,1,26,0,90794,1,2
100016653,0,1,18,0,113555,0,1
100016654,0,0,55,1,139392,0,1
100016655,1,1,41,2,145329,1,0
100016656,1,0,40,1,92505,1,1
100016657,1,1,18,1,109244,0,0
100016658,0,0,42,1,102073,1,1
100016659,0,0,34,0,131855,1,1
100016660,1,1,20,1,100034,0,0
100016661,0,0,64,2,105933,0,0
100016662,0,1,44,1,109400,1,2
100016663,0,0,25,0,159305,1,0
100016664,0,0,46,2,154081,1,1
100016665,0,1,46,2,164962,2,1
