ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Age_Group,Income_Group,Cluster
100012450,0,1,29,0,35832,0,0,Young (18-30),Low,3
100012451,0,0,29,1,94437,0,1,Young (18-30),Low,3
100012452,1,1,43,2,185468,2,0,Middle (31-45),Medium,2
100012453,1,1,42,1,113106,0,0,Middle (31-45),Low,1
100012454,1,1,49,2,158595,1,1,Mature (46-60),Medium,2
100012455,1,1,22,0,68159,0,0,Young (18-30),Low,3
100012456,1,1,33,1,109095,1,0,Middle (31-45),Low,3
100012457,1,0,24,0,169472,1,2,Young (18-30),Medium,0
100012458,1,1,18,1,116743,0,1,Young (18-30),Low,3
100012459,1,1,19,1,155626,1,1,Young (18-30),Medium,0
100012460,0,0,32,1,118224,1,1,Middle (31-45),Low,0
100012461,1,1,36,1,140348,0,0,Middle (31-45),Medium,0
100012462,0,0,56,1,138566,1,0,Mature (46-60),Medium,2
100012463,1,1,56,2,125229,0,0,Mature (46-60),Low,2
100012464,0,0,31,0,178297,1,1,Middle (31-45),Medium,0
100012465,0,0,38,0,112598,1,2,Middle (31-45),Low,1
100012466,0,1,42,2,88558,0,1,Middle (31-45),Low,1
100012467,0,0,48,1,109958,1,0,Mature (46-60),Low,1
100012468,0,1,42,2,151775,2,2,Middle (31-45),Medium,2
100012469,0,0,47,1,127283,2,2,Mature (46-60),Medium,1
100012470,1,0,51,2,153591,1,0,Mature (46-60),Medium,2
100012471,1,0,31,1,139773,1,2,Middle (31-45),Medium,0
100012472,1,1,48,2,131555,1,1,Mature (46-60),Medium,2
100012473,1,1,46,1,160739,2,0,Mature (46-60),Medium,2
100012474,0,1,46,1,188535,2,1,Mature (46-60),Medium,2
100012475,0,0,30,1,95083,0,0,Young (18-30),Low,3
100012476,1,1,37,1,154393,1,1,Middle (31-45),Medium,0
100012477,1,1,33,1,70779,1,0,Middle (31-45),Low,3
100012478,0,1,43,1,142194,0,1,Middle (31-45),Medium,0
100012479,1,1,29,1,114117,0,0,Young (18-30),Low,3
100012480,0,0,25,1,134037,1,0,Young (18-30),Medium,0
100012481,1,0,41,1,125658,0,0,Middle (31-45),Low,1
100012482,0,1,40,1,56397,0,0,Middle (31-45),Low,1
100012483,1,1,25,1,101335,1,1,Young (18-30),Low,3
100012484,0,0,45,2,141739,1,2,Middle (31-45),Medium,2
100012485,0,0,35,1,128958,1,1,Middle (31-45),Medium,0
100012486,0,0,53,2,163201,0,0,Mature (46-60),Medium,2
100012487,0,1,20,0,115927,1,1,Young (18-30),Low,3
100012488,1,0,39,1,141027,1,2,Middle (31-45),Medium,0
100012489,0,0,25,0,155122,1,1,Young (18-30),Medium,0
100012490,1,0,18,0,56225,0,1,Young (18-30),Low,3
100012491,0,0,40,1,148345,1,1,Middle (31-45),Medium,0
100012492,0,1,46,2,149948,1,2,Mature (46-60),Medium,2
100012493,1,0,39,1,105791,1,1,Middle (31-45),Low,1
100012494,0,0,37,1,105667,1,2,Middle (31-45),Low,1
100012495,1,1,42,2,58819,0,0,Middle (31-45),Low,1
100012496,1,1,25,2,163319,1,1,Young (18-30),Medium,0
100012497,0,1,21,1,156411,1,2,Young (18-30),Medium,0
100012498,0,0,28,1,117671,1,1,Young (18-30),Low,0
100012499,1,0,45,1,125311,1,2,Middle (31-45),Low,1
100012500,1,0,52,1,117651,1,1,Mature (46-60),Low,1
100012501,0,0,41,1,121683,0,1,Middle (31-45),Low,1
100012502,1,1,31,2,138234,0,1,Middle (31-45),Medium,0
100012503,1,1,21,0,74863,0,0,Young (18-30),Low,3
100012504,0,1,46,1,67663,0,0,Mature (46-60),Low,1
100012505,0,0,39,1,127084,0,1,Middle (31-45),Medium,1
100012506,0,1,38,1,122683,2,2,Middle (31-45),Low,0
100012507,1,1,49,2,121876,1,0,Mature (46-60),Low,2
100012508,0,0,48,2,145574,1,0,Mature (46-60),Medium,2
100012509,1,1,28,1,112088,1,0,Young (18-30),Low,3
100012510,0,1,26,1,126534,1,1,Young (18-30),Low,0
100012511,1,0,20,0,40701,0,0,Young (18-30),Low,3
100012512,0,1,46,2,138014,1,1,Mature (46-60),Medium,2
100012513,0,0,31,0,154030,2,2,Middle (31-45),Medium,0
100012514,1,1,35,1,118987,0,1,Middle (31-45),Low,0
100012515,0,1,32,1,85333,0,0,Middle (31-45),Low,3
100012516,0,0,40,1,107947,1,1,Middle (31-45),Low,1
100012517,0,1,21,1,153630,1,1,Young (18-30),Medium,0
100012518,1,0,25,1,65779,0,1,Young (18-30),Low,3
100012519,1,0,26,0,75507,1,1,Young (18-30),Low,3
100012520,1,0,45,1,107216,1,0,Middle (31-45),Low,1
100012521,0,1,39,1,141946,1,1,Middle (31-45),Medium,0
100012522,1,1,39,1,137448,0,0,Middle (31-45),Medium,0
100012523,1,1,22,1,70088,0,0,Young (18-30),Low,3
100012524,0,1,45,1,114569,0,2,Middle (31-45),Low,1
100012525,1,1,22,1,91467,1,1,Young (18-30),Low,3
100012526,1,1,37,1,102547,0,0,Middle (31-45),Low,1
100012527,1,1,28,1,133759,1,0,Young (18-30),Medium,0
100012528,1,0,58,2,166705,1,2,Mature (46-60),Medium,2
100012529,0,0,38,0,148259,0,1,Middle (31-45),Medium,0
100012530,1,1,24,1,62157,0,0,Young (18-30),Low,3
100012531,1,0,34,1,42837,0,0,Middle (31-45),Low,3
100012532,0,0,53,1,130549,1,1,Mature (46-60),Medium,2
100012533,0,1,18,1,133245,1,2,Young (18-30),Medium,0
100012534,0,0,26,0,73144,1,0,Young (18-30),Low,3
100012535,0,0,41,1,127818,1,1,Middle (31-45),Medium,1
100012536,0,0,18,0,143333,1,1,Young (18-30),Medium,0
100012537,1,1,30,2,110510,1,1,Young (18-30),Low,3
100012538,1,1,20,1,80049,1,1,Young (18-30),Low,3
100012539,0,0,35,1,119132,1,0,Middle (31-45),Low,1
100012540,0,0,36,1,162297,1,1,Middle (31-45),Medium,0
100012541,1,0,26,1,160493,1,1,Young (18-30),Medium,0
100012542,0,0,35,0,134625,1,1,Middle (31-45),Medium,0
100012543,1,1,40,2,155528,2,2,Middle (31-45),Medium,2
100012544,0,0,50,1,214972,2,1,Mature (46-60),Medium,2
100012545,0,0,29,1,129899,0,0,Young (18-30),Medium,0
100012546,0,0,47,1,144529,0,0,Mature (46-60),Medium,2
100012547,0,0,47,1,167251,1,1,Mature (46-60),Medium,2
100012548,0,1,44,2,156119,2,0,Middle (31-45),Medium,2
100012549,0,0,33,1,126714,1,2,Middle (31-45),Low,0
100012550,0,0,53,1,149416,2,1,Mature (46-60),Medium,2
100012551,0,0,37,1,138798,0,0,Middle (31-45),Medium,0
100012552,1,1,28,1,78936,1,1,Young (18-30),Low,3
100012553,0,1,64,2,219811,2,1,Senior (60+),High,2
100012554,0,1,53,2,151884,1,1,Mature (46-60),Medium,2
100012555,0,1,33,1,50063,0,0,Middle (31-45),Low,3
100012556,1,1,29,1,109782,0,0,Young (18-30),Low,3
100012557,0,0,40,1,90791,1,0,Middle (31-45),Low,1
100012558,0,0,35,1,198530,1,2,Middle (31-45),Medium,0
100012559,1,0,18,0,58346,1,1,Young (18-30),Low,3
100012560,0,0,36,0,104641,0,0,Middle (31-45),Low,1
100012561,1,1,18,0,122565,2,1,Young (18-30),Low,3
100012562,0,0,45,0,177933,2,2,Middle (31-45),Medium,2
100012563,0,0,47,1,129444,2,2,Mature (46-60),Medium,1
100012564,0,0,44,1,157509,1,1,Middle (31-45),Medium,2
100012565,0,1,18,1,66565,0,0,Young (18-30),Low,3
100012566,0,1,20,1,109867,0,0,Young (18-30),Low,3
100012567,0,0,39,0,153666,2,2,Middle (31-45),Medium,0
100012568,0,0,47,1,93117,1,1,Mature (46-60),Low,1
100012569,1,1,20,1,150328,1,1,Young (18-30),Medium,0
100012570,0,0,45,1,108990,0,0,Middle (31-45),Low,1
100012571,1,1,28,1,115791,0,0,Young (18-30),Low,3
100012572,1,1,43,1,146025,0,1,Middle (31-45),Medium,0
100012573,1,1,28,1,72325,1,0,Young (18-30),Low,3
100012574,1,1,41,1,60994,1,1,Middle (31-45),Low,1
100012575,0,1,38,1,160428,1,1,Middle (31-45),Medium,0
100012576,0,0,38,1,124127,2,2,Middle (31-45),Low,0
100012577,1,1,50,2,167801,1,1,Mature (46-60),Medium,2
100012578,1,0,59,1,111338,0,1,Mature (46-60),Low,1
100012579,1,1,32,1,127930,1,0,Middle (31-45),Medium,0
100012580,1,1,29,1,106094,0,0,Young (18-30),Low,3
100012581,0,0,32,1,97258,0,1,Middle (31-45),Low,1
100012582,0,1,50,1,135579,1,1,Mature (46-60),Medium,2
100012583,1,1,33,1,105709,1,1,Middle (31-45),Low,3
100012584,0,1,28,1,192965,2,1,Young (18-30),Medium,0
100012585,0,0,31,1,86765,0,0,Middle (31-45),Low,3
100012586,0,0,42,1,154562,1,2,Middle (31-45),Medium,0
100012587,0,0,22,0,91575,0,0,Young (18-30),Low,3
100012588,0,0,36,1,118760,1,1,Middle (31-45),Low,1
100012589,0,0,27,0,115242,1,1,Young (18-30),Low,0
100012590,0,1,36,1,125152,1,2,Middle (31-45),Low,0
100012591,0,0,26,0,151014,1,2,Young (18-30),Medium,0
100012592,1,0,38,1,124800,1,0,Middle (31-45),Low,1
100012593,1,1,25,1,62850,1,0,Young (18-30),Low,3
100012594,0,1,27,2,177091,1,2,Young (18-30),Medium,0
100012595,0,0,23,0,64382,0,0,Young (18-30),Low,3
100012596,0,0,37,1,73538,0,0,Middle (31-45),Low,1
100012597,1,1,18,0,111876,0,1,Young (18-30),Low,3
100012598,1,1,36,1,136417,0,1,Middle (31-45),Medium,0
100012599,0,0,19,1,83062,0,1,Young (18-30),Low,3
100012600,0,0,29,1,123807,2,1,Young (18-30),Low,0
100012601,1,1,34,1,85636,0,0,Middle (31-45),Low,3
100012602,1,1,39,2,130620,0,0,Middle (31-45),Medium,1
100012603,0,0,34,1,108551,0,0,Middle (31-45),Low,1
100012604,1,1,23,1,135408,0,1,Young (18-30),Medium,0
100012605,0,1,59,2,133391,1,0,Mature (46-60),Medium,2
100012606,1,1,39,1,167963,1,1,Middle (31-45),Medium,0
100012607,0,1,39,1,150023,1,1,Middle (31-45),Medium,0
100012608,1,1,24,0,139568,1,2,Young (18-30),Medium,0
100012609,0,0,41,1,143343,1,0,Middle (31-45),Medium,0
100012610,1,1,47,2,55938,0,0,Mature (46-60),Low,1
100012611,0,0,33,1,62226,0,0,Middle (31-45),Low,3
100012612,1,0,18,0,80845,0,0,Young (18-30),Low,3
100012613,0,0,45,1,103397,1,1,Middle (31-45),Low,1
100012614,0,1,31,1,113907,1,1,Middle (31-45),Low,0
100012615,0,0,52,2,107024,0,0,Mature (46-60),Low,1
100012616,1,1,29,1,106300,1,1,Young (18-30),Low,3
100012617,0,0,41,1,88512,0,0,Middle (31-45),Low,1
100012618,0,1,44,2,207698,2,1,Middle (31-45),Medium,2
100012619,1,1,33,1,126712,1,0,Middle (31-45),Low,0
100012620,1,1,41,1,119029,0,0,Middle (31-45),Low,1
100012621,1,1,35,2,199822,2,0,Middle (31-45),Medium,2
100012622,0,0,40,1,154562,1,1,Middle (31-45),Medium,0
100012623,0,0,40,1,82646,1,1,Middle (31-45),Low,1
100012624,1,0,41,1,87409,1,1,Middle (31-45),Low,1
100012625,1,0,41,1,75741,0,0,Middle (31-45),Low,1
100012626,1,1,40,2,79116,0,0,Middle (31-45),Low,1
100012627,1,1,22,1,59705,0,0,Young (18-30),Low,3
100012628,1,1,43,2,83159,0,0,Middle (31-45),Low,1
100012629,1,1,23,0,130730,1,1,Young (18-30),Medium,0
100012630,0,1,27,1,119367,1,1,Young (18-30),Low,0
100012631,0,0,47,2,179819,1,1,Mature (46-60),Medium,2
100012632,1,1,33,1,179048,2,1,Middle (31-45),Medium,0
100012633,0,1,31,1,162962,0,0,Middle (31-45),Medium,0
100012634,1,1,42,1,56735,0,1,Middle (31-45),Low,1
100012635,1,1,31,1,106410,0,1,Middle (31-45),Low,3
100012636,1,1,36,1,100669,1,1,Middle (31-45),Low,1
100012637,0,0,25,0,131025,2,2,Young (18-30),Medium,0
100012638,1,0,21,0,82828,0,0,Young (18-30),Low,3
100012639,0,1,32,1,144104,2,2,Middle (31-45),Medium,0
100012640,1,1,26,1,107006,1,1,Young (18-30),Low,3
100012641,1,1,44,2,70633,0,1,Middle (31-45),Low,1
100012642,0,0,53,2,126100,0,0,Mature (46-60),Low,2
100012643,0,0,37,1,88605,1,1,Middle (31-45),Low,1
100012644,1,1,40,1,176010,1,2,Middle (31-45),Medium,0
100012645,0,0,55,1,85225,0,1,Mature (46-60),Low,1
100012646,1,0,44,1,116956,0,0,Middle (31-45),Low,1
100012647,1,0,38,1,133166,1,1,Middle (31-45),Medium,0
100012648,1,1,37,1,105647,0,1,Middle (31-45),Low,1
100012649,1,1,45,2,125370,1,1,Middle (31-45),Low,2
100012650,1,0,32,1,97554,1,1,Middle (31-45),Low,3
100012651,0,1,35,1,133858,1,1,Middle (31-45),Medium,0
100012652,0,0,37,0,107207,0,1,Middle (31-45),Low,1
100012653,0,0,50,1,124306,0,0,Mature (46-60),Low,1
100012654,0,0,41,1,158839,1,1,Middle (31-45),Medium,0
100012655,0,0,32,0,107253,1,1,Middle (31-45),Low,1
100012656,0,0,26,0,96650,1,0,Young (18-30),Low,3
100012657,1,1,30,1,167940,2,2,Young (18-30),Medium,0
100012658,0,0,44,1,117362,1,2,Middle (31-45),Low,1
100012659,0,0,28,1,149252,1,0,Young (18-30),Medium,0
100012660,1,1,38,1,122145,1,1,Middle (31-45),Low,0
100012661,0,0,18,0,52546,1,0,Young (18-30),Low,3
100012662,1,1,41,2,159703,2,1,Middle (31-45),Medium,2
100012663,1,1,32,1,141262,1,0,Middle (31-45),Medium,0
100012664,1,0,48,2,123991,1,0,Mature (46-60),Low,2
100012665,0,0,18,0,62111,0,1,Young (18-30),Low,3
100012666,1,0,50,2,170294,1,1,Mature (46-60),Medium,2
100012667,1,1,54,2,169180,1,2,Mature (46-60),Medium,2
100012668,1,0,34,1,74236,0,0,Middle (31-45),Low,3
100012669,0,0,19,0,98357,0,1,Young (18-30),Low,3
100012670,1,1,33,1,193373,2,1,Middle (31-45),Medium,0
100012671,1,1,40,1,113336,0,0,Middle (31-45),Low,1
100012672,0,0,58,2,192749,2,2,Mature (46-60),Medium,2
100012673,1,0,18,0,62295,0,0,Young (18-30),Low,3
100012674,0,0,29,0,191265,2,2,Young (18-30),Medium,0
100012675,0,0,36,1,44479,0,0,Middle (31-45),Low,3
100012676,0,0,30,1,102376,1,0,Young (18-30),Low,3
100012677,1,0,47,2,49974,0,0,Mature (46-60),Low,1
100012678,0,0,26,0,120886,1,0,Young (18-30),Low,0
100012679,1,1,19,0,101210,1,2,Young (18-30),Low,3
100012680,1,1,26,1,35832,0,0,Young (18-30),Low,3
100012681,0,0,53,1,117659,0,0,Mature (46-60),Low,1
100012682,0,0,21,0,54824,0,0,Young (18-30),Low,3
100012683,0,0,47,1,127937,1,1,Mature (46-60),Medium,1
100012684,1,1,31,1,156242,1,1,Middle (31-45),Medium,0
100012685,0,0,33,1,80913,1,1,Middle (31-45),Low,1
100012686,0,0,40,0,97022,1,0,Middle (31-45),Low,1
100012687,0,1,46,2,120291,0,0,Mature (46-60),Low,1
100012688,1,1,41,2,160693,0,0,Middle (31-45),Medium,2
100012689,0,0,41,2,118739,1,1,Middle (31-45),Low,1
100012690,0,0,28,1,137743,1,1,Young (18-30),Medium,0
100012691,1,1,24,1,117165,1,0,Young (18-30),Low,3
100012692,0,0,27,1,177403,2,2,Young (18-30),Medium,0
100012693,1,1,26,2,99219,0,0,Young (18-30),Low,3
100012694,1,1,39,1,79163,0,0,Middle (31-45),Low,1
100012695,1,0,18,0,112895,1,0,Young (18-30),Low,3
100012696,0,0,52,2,125897,1,1,Mature (46-60),Low,2
100012697,1,0,44,1,193849,2,1,Middle (31-45),Medium,2
100012698,0,0,36,1,139858,1,0,Middle (31-45),Medium,0
100012699,1,1,40,2,200063,1,2,Middle (31-45),Medium,2
100012700,0,0,31,1,83632,0,1,Middle (31-45),Low,3
100012701,0,0,52,1,148515,1,1,Mature (46-60),Medium,2
100012702,0,0,46,1,164913,1,1,Mature (46-60),Medium,2
100012703,0,0,18,0,94181,1,0,Young (18-30),Low,3
100012704,1,0,32,1,128881,1,1,Middle (31-45),Medium,0
100012705,0,0,49,2,157892,0,0,Mature (46-60),Medium,2
100012706,1,1,18,0,110424,1,0,Young (18-30),Low,3
100012707,0,0,32,0,119231,1,1,Middle (31-45),Low,0
100012708,1,1,34,1,102509,1,1,Middle (31-45),Low,1
100012709,1,1,32,1,98330,0,1,Middle (31-45),Low,3
100012710,1,0,18,0,104169,1,2,Young (18-30),Low,3
100012711,0,1,40,1,101628,0,0,Middle (31-45),Low,1
100012712,1,1,38,2,191170,2,0,Middle (31-45),Medium,2
100012713,1,1,33,1,168620,1,2,Middle (31-45),Medium,0
100012714,0,1,45,1,143620,1,1,Middle (31-45),Medium,2
100012715,0,1,41,1,56241,0,1,Middle (31-45),Low,1
100012716,0,0,28,0,90480,1,1,Young (18-30),Low,3
100012717,0,0,18,0,128084,1,0,Young (18-30),Medium,0
100012718,1,1,33,2,49571,1,0,Middle (31-45),Low,3
100012719,1,1,53,3,114701,0,0,Mature (46-60),Low,1
100012720,0,0,28,0,142107,2,1,Young (18-30),Medium,0
100012721,1,0,30,0,138232,1,1,Young (18-30),Medium,0
100012722,0,0,39,1,117457,1,0,Middle (31-45),Low,1
100012723,0,0,46,0,118058,1,0,Mature (46-60),Low,1
100012724,0,0,46,1,141269,0,1,Mature (46-60),Medium,1
100012725,1,0,23,1,70136,0,0,Young (18-30),Low,3
100012726,1,1,23,1,129546,1,1,Young (18-30),Medium,0
100012727,1,1,43,1,105408,1,0,Middle (31-45),Low,1
100012728,1,1,38,1,136551,1,0,Middle (31-45),Medium,0
100012729,1,0,26,0,111683,1,1,Young (18-30),Low,3
100012730,1,1,45,1,92239,0,0,Middle (31-45),Low,1
100012731,0,1,49,2,125899,1,1,Mature (46-60),Low,2
100012732,1,1,50,2,131908,1,1,Mature (46-60),Medium,2
100012733,1,1,31,2,59716,0,0,Middle (31-45),Low,3
100012734,0,1,49,2,208750,1,2,Mature (46-60),Medium,2
100012735,0,1,36,2,213887,1,2,Middle (31-45),Medium,2
100012736,1,1,44,1,112326,0,0,Middle (31-45),Low,1
100012737,1,0,43,1,127194,0,0,Middle (31-45),Medium,1
100012738,1,1,25,1,91798,1,0,Young (18-30),Low,3
100012739,0,0,33,1,152165,1,1,Middle (31-45),Medium,0
100012740,0,0,48,1,140805,1,0,Mature (46-60),Medium,2
100012741,1,1,39,2,107383,1,0,Middle (31-45),Low,1
100012742,1,1,21,1,59062,0,0,Young (18-30),Low,3
100012743,1,0,38,1,57279,0,0,Middle (31-45),Low,1
100012744,0,0,28,0,42303,0,0,Young (18-30),Low,3
100012745,0,0,50,2,118263,1,0,Mature (46-60),Low,1
100012746,0,1,39,1,133360,1,2,Middle (31-45),Medium,0
100012747,1,1,35,1,122582,0,0,Middle (31-45),Low,1
100012748,1,1,57,2,168615,1,0,Mature (46-60),Medium,2
100012749,0,0,41,1,67462,0,0,Middle (31-45),Low,1
100012750,0,0,43,1,134271,1,2,Middle (31-45),Medium,1
100012751,0,0,30,0,120145,1,1,Young (18-30),Low,0
100012752,1,0,26,1,111067,0,0,Young (18-30),Low,3
100012753,0,0,22,0,120533,1,1,Young (18-30),Low,0
100012754,1,1,49,3,117020,0,0,Mature (46-60),Low,1
100012755,1,0,34,0,49163,0,0,Middle (31-45),Low,3
100012756,0,0,43,0,180684,1,1,Middle (31-45),Medium,2
100012757,1,1,25,1,91045,1,0,Young (18-30),Low,3
100012758,1,1,26,0,111420,1,1,Young (18-30),Low,3
100012759,1,1,26,1,97812,1,0,Young (18-30),Low,3
100012760,1,1,30,1,65358,1,2,Young (18-30),Low,3
100012761,1,1,36,1,148335,1,2,Middle (31-45),Medium,0
100012762,1,1,39,1,82375,0,0,Middle (31-45),Low,1
100012763,0,0,38,0,165967,1,2,Middle (31-45),Medium,0
100012764,0,1,28,1,84894,1,1,Young (18-30),Low,3
100012765,1,1,37,1,125566,1,0,Middle (31-45),Low,0
100012766,0,0,28,1,180127,2,1,Young (18-30),Medium,0
100012767,0,0,26,0,127622,1,1,Young (18-30),Medium,0
100012768,1,1,44,3,133050,1,1,Middle (31-45),Medium,1
100012769,1,1,44,1,80663,0,1,Middle (31-45),Low,1
100012770,0,1,39,2,148255,2,2,Middle (31-45),Medium,2
100012771,0,0,28,1,103465,1,0,Young (18-30),Low,3
100012772,0,0,34,0,112214,1,2,Middle (31-45),Low,1
100012773,0,0,36,0,159790,1,1,Middle (31-45),Medium,0
100012774,0,0,23,1,107224,1,1,Young (18-30),Low,3
100012775,1,1,22,1,95823,1,1,Young (18-30),Low,3
100012776,0,1,29,1,93390,1,1,Young (18-30),Low,3
100012777,0,0,18,0,157287,2,1,Young (18-30),Medium,0
100012778,1,1,47,2,146063,1,0,Mature (46-60),Medium,2
100012779,1,1,48,2,166705,2,2,Mature (46-60),Medium,2
100012780,1,0,40,1,155091,0,1,Middle (31-45),Medium,0
100012781,1,0,43,1,71232,0,0,Middle (31-45),Low,1
100012782,0,1,42,1,152526,1,1,Middle (31-45),Medium,0
100012783,0,0,52,2,230050,2,2,Mature (46-60),High,2
100012784,1,0,35,1,35832,0,0,Middle (31-45),Low,3
100012785,0,0,44,1,108881,1,1,Middle (31-45),Low,1
100012786,1,1,49,2,94846,1,0,Mature (46-60),Low,1
100012787,1,0,22,0,74771,1,1,Young (18-30),Low,3
100012788,1,1,32,1,119417,1,0,Middle (31-45),Low,0
100012789,0,0,40,2,178625,1,1,Middle (31-45),Medium,2
100012790,0,0,49,1,138375,1,1,Mature (46-60),Medium,2
100012791,0,0,41,1,109329,1,0,Middle (31-45),Low,1
100012792,1,1,24,1,76796,0,0,Young (18-30),Low,3
100012793,0,1,45,1,153013,1,0,Middle (31-45),Medium,2
100012794,1,1,28,1,39907,0,0,Young (18-30),Low,3
100012795,1,1,25,2,134759,1,1,Young (18-30),Medium,0
100012796,0,0,52,2,197231,2,0,Mature (46-60),Medium,2
100012797,1,0,49,1,99868,0,0,Mature (46-60),Low,1
100012798,0,1,40,1,168800,2,2,Middle (31-45),Medium,0
100012799,0,0,43,1,165811,1,0,Middle (31-45),Medium,2
100012800,0,1,36,0,123050,1,0,Middle (31-45),Low,0
100012801,0,0,46,1,119768,1,1,Mature (46-60),Low,1
100012802,0,1,31,1,124055,1,1,Middle (31-45),Low,0
100012803,0,0,46,1,158290,2,1,Mature (46-60),Medium,2
100012804,1,0,45,2,86870,1,0,Middle (31-45),Low,1
100012805,0,1,18,1,106350,1,1,Young (18-30),Low,3
100012806,1,1,36,2,189426,1,2,Middle (31-45),Medium,2
100012807,1,1,64,2,189034,1,0,Senior (60+),Medium,2
100012808,0,0,62,2,99776,0,1,Senior (60+),Low,2
100012809,0,0,53,2,159572,1,2,Mature (46-60),Medium,2
100012810,0,1,18,0,120794,1,1,Young (18-30),Low,3
100012811,0,1,41,1,127155,2,1,Middle (31-45),Medium,1
100012812,0,0,44,1,111214,1,0,Middle (31-45),Low,1
100012813,0,1,24,0,51417,0,0,Young (18-30),Low,3
100012814,0,0,41,1,182193,2,1,Middle (31-45),Medium,2
100012815,1,0,26,1,79622,0,0,Young (18-30),Low,3
100012816,1,0,52,1,159433,1,1,Mature (46-60),Medium,2
100012817,1,0,45,1,61348,0,0,Middle (31-45),Low,1
100012818,0,0,41,1,121643,1,0,Middle (31-45),Low,1
100012819,1,1,48,1,100570,1,0,Mature (46-60),Low,1
100012820,0,0,33,0,84016,1,1,Middle (31-45),Low,3
100012821,0,0,21,0,134134,2,2,Young (18-30),Medium,0
100012822,0,1,47,2,128235,1,2,Mature (46-60),Medium,2
100012823,0,0,46,1,141937,1,2,Mature (46-60),Medium,2
100012824,1,1,22,1,119771,0,0,Young (18-30),Low,3
100012825,1,1,48,1,161904,1,1,Mature (46-60),Medium,2
100012826,0,0,28,1,160024,2,1,Young (18-30),Medium,0
100012827,1,1,18,1,184879,1,1,Young (18-30),Medium,0
100012828,0,0,35,1,174262,2,1,Middle (31-45),Medium,0
100012829,1,0,20,0,89653,1,1,Young (18-30),Low,3
100012830,0,0,53,1,163181,1,2,Mature (46-60),Medium,2
100012831,0,1,41,2,115582,1,1,Middle (31-45),Low,1
100012832,1,1,35,2,75377,0,0,Middle (31-45),Low,3
100012833,1,0,24,0,70986,0,0,Young (18-30),Low,3
100012834,1,1,52,2,138712,0,0,Mature (46-60),Medium,2
100012835,1,1,23,1,117744,1,0,Young (18-30),Low,3
100012836,1,0,27,0,90778,0,1,Young (18-30),Low,3
100012837,1,1,35,1,112799,1,1,Middle (31-45),Low,1
100012838,1,1,24,1,143088,1,2,Young (18-30),Medium,0
100012839,1,1,35,2,87430,0,0,Middle (31-45),Low,3
100012840,0,1,18,0,112954,2,2,Young (18-30),Low,3
100012841,0,0,18,0,120869,0,2,Young (18-30),Low,3
100012842,1,0,26,1,160970,1,1,Young (18-30),Medium,0
100012843,0,0,46,1,189148,2,1,Mature (46-60),Medium,2
100012844,1,0,43,1,139053,0,0,Middle (31-45),Medium,1
100012845,0,0,36,1,173785,2,2,Middle (31-45),Medium,0
100012846,1,0,28,0,189782,2,1,Young (18-30),Medium,0
100012847,1,0,47,2,93085,0,0,Mature (46-60),Low,1
100012848,0,0,19,0,129623,1,1,Young (18-30),Medium,0
100012849,0,1,47,2,151324,0,1,Mature (46-60),Medium,2
100012850,0,1,27,2,137035,1,1,Young (18-30),Medium,0
100012851,1,0,44,1,132866,1,1,Middle (31-45),Medium,1
100012852,1,1,27,2,152567,1,1,Young (18-30),Medium,0
100012853,0,0,47,1,183197,2,2,Mature (46-60),Medium,2
100012854,0,0,34,1,144225,2,2,Middle (31-45),Medium,0
100012855,1,1,33,1,96033,1,1,Middle (31-45),Low,3
100012856,0,0,44,1,87833,0,0,Middle (31-45),Low,1
100012857,0,1,18,1,142040,1,2,Young (18-30),Medium,0
100012858,0,1,19,0,80234,1,0,Young (18-30),Low,3
100012859,0,0,50,2,211660,2,1,Mature (46-60),Medium,2
100012860,0,0,43,1,110959,1,1,Middle (31-45),Low,1
100012861,0,1,46,1,98916,1,1,Mature (46-60),Low,1
100012862,1,1,33,2,140716,1,0,Middle (31-45),Medium,0
100012863,0,0,47,1,125490,2,2,Mature (46-60),Low,1
100012864,0,0,42,1,122063,1,1,Middle (31-45),Low,1
100012865,0,0,40,1,154621,1,1,Middle (31-45),Medium,0
100012866,1,1,30,1,142335,2,0,Young (18-30),Medium,0
100012867,0,1,45,2,195581,2,1,Middle (31-45),Medium,2
100012868,0,0,25,0,116707,0,1,Young (18-30),Low,3
100012869,1,1,36,2,153021,1,2,Middle (31-45),Medium,0
100012870,0,0,55,1,126527,1,0,Mature (46-60),Low,1
100012871,1,1,22,1,120100,2,1,Young (18-30),Low,3
100012872,0,0,40,1,61538,1,0,Middle (31-45),Low,1
100012873,1,1,30,1,87328,0,0,Young (18-30),Low,3
100012874,1,0,18,0,103969,1,1,Young (18-30),Low,3
100012875,0,0,31,1,117317,0,0,Middle (31-45),Low,0
100012876,1,0,50,1,123119,1,0,Mature (46-60),Low,1
100012877,1,1,48,2,107590,1,0,Mature (46-60),Low,1
100012878,0,1,36,1,102698,1,1,Middle (31-45),Low,1
100012879,0,1,35,1,137656,1,2,Middle (31-45),Medium,0
100012880,1,0,29,1,101137,1,1,Young (18-30),Low,3
100012881,0,0,49,1,144558,0,0,Mature (46-60),Medium,2
100012882,1,0,25,1,78342,1,1,Young (18-30),Low,3
100012883,1,0,26,1,35832,1,0,Young (18-30),Low,3
